system,verdict,reason,n_points,pH_span,n_distinct_I_levels,I_levels_list,joint_coverage_fraction,n_refs_total,n_refs_with_sufficient_I_variation,pct_points_in_I_varying_refs,site_density_status,n_references,temp_range_C,pH_min,pH_max,I_min,I_max,n_rows_total,missing_response,missing_pH,missing_I,invalid_response_values,n_sets,median_replicates_per_set,site_density_mean,site_density_cv,n_distinct_formulas,initial_bandwidth_pH_scaled,initial_bandwidth_I_scaled,n_points_in_I_varying_refs
alumina-Cl(+7)+Na(+1)-Cs(+1),PASS,meets all thresholds,131,5.2347,8,"0.25, 1.25, 2.5, 6.25, 12.5, 25, 62.5, 125",0.6666666666666666,1,1,100.0,"fixed, as expected",1,,4.7806,10.0153,0.25,125.0,131,0,0,0,0,10,13.5,2.31,0.0,1,0.0131,0.0131,131
goethite-Cl(-1)+Na(+1)+P(+5)-Se(+4),PASS,meets all thresholds,104,8.8988,6,"0.105, 0.11, 0.116, 0.132, 0.164, 0.261",0.6111111111111112,1,1,100.0,"fixed, as expected",1,0.0,3.1243,12.0231,0.105,0.261,104,0,0,0,0,6,16.0,2.3099999999999996,1.9317739199229515e-16,1,0.0335,0.0335,104
illite-Cl(+7)+Na(+1)-Zn(+2),PASS,meets all thresholds,372,8.5944,5,"0.028, 0.25, 2.5, 12.5, 25",0.3888888888888889,1,1,100.0,"fixed, as expected",1,,2.63,11.2244,0.028,25.0,372,0,0,0,0,23,16.0,2.3099999999999996,1.9250532903334454e-16,0,0.0,0.0,372
bentonite-Cl(+7)+Na(+1)-Co(+2),MARGINAL,84 points (< preferred 100); 4 distinct I levels (< preferred),84,6.8521600000000005,4,"0.25, 2.5, 5, 12.5",0.6666666666666666,1,1,100.0,"fixed, as expected",1,,2.98731,9.83947,0.25,12.5,84,0,0,0,0,8,10.5,2.31,0.0,0,0.0227,0.0227,84
ferrihydrite-N(+5)+Na(+1)+P(+5)-U(+6),MARGINAL,3 distinct I levels (< preferred); 1 invalid (negative) response values,105,7.3732,3,"0.261, 1.301, 6.501",0.5,1,1,100.0,"fixed, as expected",1,,2.617,9.9902,0.261,6.501,105,0,0,0,1,8,13.5,2.3099999999999996,1.931684616179755e-16,1,0.0019,0.0019,105
illite-Cl(-1)+Na(+1)-Eu(+3),MARGINAL,81 points (< preferred 100); 3 distinct I levels (< preferred),81,8.610299999999999,3,"0.09, 0.92, 3.9",0.5,1,1,100.0,"fixed, as expected",1,,3.0699,11.6802,0.09,3.9,81,0,0,0,0,3,27.0,2.3099999999999996,1.9344421973355377e-16,0,0.0175,0.0175,81
montmorillonite-Cl(-1)+Na(+1)-U(+6),MARGINAL,66 points (< preferred 100); 3 distinct I levels (< preferred),66,5.0195799999999995,3,"0.001, 0.01, 0.025",0.5,1,1,100.0,"fixed, as expected",1,,3.99128,9.01086,0.001,0.025,66,0,0,0,0,6,11.0,2.31,0.0,0,0.0019,0.0019,66
ferrihydrite-N(+5)+Na(+1)+U(+6)-P(+5),MARGINAL,56 points (< preferred 100); 4 distinct I levels (< preferred),56,6.922699999999999,4,"0.278, 1.302, 1.318, 6.518",0.5,1,1,100.0,"fixed, as expected",1,,3.0243,9.947,0.278,6.518,56,0,0,0,0,4,13.5,2.31,0.0,1,0.0289,0.0289,56
magnetite-Cl(+7)+Na(+1)-U(+6),MARGINAL,94 points (< preferred 100); 4 distinct I levels (< preferred); data pooled from 2 sources - check protocol consistency,94,6.889800000000001,4,"0.025, 0.25, 2.5, 5",0.4722222222222222,2,2,100.0,"fixed, as expected",2,,2.6053,9.4951,0.025,5.0,94,0,0,0,0,8,14.0,2.31,0.0,1,0.0153,0.0153,94
montmorillonite-Cl(-1)+Na(+1)-Eu(+3),MARGINAL,85 points (< preferred 100); 3 distinct I levels (< preferred),85,8.8883,3,"0.09, 0.92, 3.9",0.4722222222222222,1,1,100.0,"fixed, as expected",1,,3.0594,11.9477,0.09,3.9,85,0,0,0,0,3,28.0,2.31,0.0,0,0.0179,0.0179,85
bentonite-Cl(+7)+Na(+1)-Sr(+2),MARGINAL,64 points (< preferred 100); 4 distinct I levels (< preferred),64,6.41671,4,"0.05, 0.25, 1.25, 2.5",0.4722222222222222,1,1,100.0,"fixed, as expected",1,,3.5089,9.92561,0.05,2.5,64,0,0,0,0,7,9.0,2.31,0.0,0,0.0,0.0,64
hematite-Cl(+7)+Na(+1)-Citric acid,MARGINAL,66 points (< preferred 100); 3 distinct I levels (< preferred),66,8.971919999999999,3,"0.05, 2.5, 12.5",0.4166666666666667,1,1,100.0,"fixed, as expected",1,,1.44918,10.4211,0.05,12.5,66,0,0,0,0,8,10.0,2.31,0.0,1,0.002,0.002,66
illite-Cl(+7)+Na(+1)-Pu,MARGINAL,55 points (< preferred 100); 3 distinct I levels (< preferred),55,7.19351,3,"2.5, 25, 80",0.3611111111111111,1,1,100.0,"fixed, as expected",1,,3.04159,10.2351,2.5,80.0,55,0,0,0,0,3,19.0,2.3100000000000005,1.9401830497163308e-16,0,0.0045,0.0045,55
hematite-C(+4)+Cl(+7)+Na(+1)-Am(+3),MARGINAL,4 distinct I levels (< preferred); 2 invalid (negative) response values,299,8.376000000000001,4,"0.025, 0.25, 2.5, 25",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,1.924,10.3,0.025,25.0,299,0,0,0,2,22,12.0,2.3099999999999996,1.9256870213124653e-16,1,0.001,0.001,299
hematite-C(+4)+Cl(+7)+Na(+1)-U(+6),MARGINAL,3 distinct I levels (< preferred); 1 invalid (negative) response values,223,9.3452,3,"0.25, 2.5, 25",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,1.74,11.0852,0.25,25.0,223,0,0,0,1,14,16.5,2.3099999999999996,1.9267891209976958e-16,1,0.0007,0.0007,223
magnetite-Cl(-1)+Na(+1)-Se(-2),MARGINAL,3 distinct I levels (< preferred),180,5.4799999999999995,3,"0.01, 0.1, 1",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,7.11,12.59,0.01,1.0,180,0,0,0,0,3,60.0,2.3099999999999996,1.927826644251662e-16,1,0.0036,0.0036,180
goethite-Cl(-1)+Na(+1)-Se(-2),MARGINAL,3 distinct I levels (< preferred),159,5.51,3,"0.01, 0.1, 1",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,7.17,12.68,0.01,1.0,159,0,0,0,0,6,26.5,2.3099999999999996,1.9285382632549768e-16,1,0.0054,0.0054,159
hematite-C(+4)+Cl(+7)+Na(+1)-Co(+2),MARGINAL,3 distinct I levels (< preferred); 10 invalid (negative) response values,152,8.4842,3,"0.025, 0.25, 2.5",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,2.8704,11.3546,0.025,2.5,152,0,0,0,10,10,14.5,2.31,0.0,1,0.002,0.002,152
biotite-Cl(-1)+Na(+1)-Se(-2),MARGINAL,3 distinct I levels (< preferred),100,5.170000000000001,3,"0.01, 0.1, 1",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,7.46,12.63,0.01,1.0,100,0,0,0,0,3,30.0,2.3099999999999996,1.932149130943276e-16,0,0.0077,0.0077,100
montmorillonite-Na(+1)-Ra(+2),MARGINAL,86 points (< preferred 100); 3 distinct I levels (< preferred),86,9.681479999999999,3,"0, 0.005, 0.05",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,2.15802,11.8395,0.0,0.05,86,0,0,0,0,4,20.0,2.31,0.0,0,0.0165,0.0165,86
ferrihydrite-Cl(-1)+Na(+1)-Se(+6),MARGINAL,79 points (< preferred 100); 3 distinct I levels (< preferred); 1 invalid (negative) response values,79,7.5988,3,"0.01, 0.1, 1",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,3.3936,10.9924,0.01,1.0,79,0,0,0,1,6,13.0,2.31,0.0,1,0.0149,0.0149,79
ferrihydrite-N(+5)+Na(+1)-Ni(+2),MARGINAL,73 points (< preferred 100); pH span 4.58 (< preferred 5.0); 3 distinct I levels (< preferred); data pooled from 2 sources - check protocol consistency,73,4.5841,3,"0.39, 0.403, 19.5",0.3333333333333333,2,2,100.0,"fixed, as expected",2,,4.9638,9.5479,0.39,19.5,73,0,0,0,0,7,10.0,2.31,0.0,1,0.0009,0.0009,73
gibbsite-Cl(+7)+Na(+1)-Np(+5),MARGINAL,69 points (< preferred 100); pH span 4.49 (< preferred 5.0); 3 distinct I levels (< preferred),69,4.4872,3,"0.025, 0.25, 2.5",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,4.4459,8.9331,0.025,2.5,69,0,0,0,0,5,14.0,2.31,0.0,1,0.0128,0.0128,69
goethite-Cl(+7)+Na(+1)-Se(+4),MARGINAL,65 points (< preferred 100); 3 distinct I levels (< preferred),65,8.394300000000001,3,"0.025, 0.25, 2.5",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,2.5088,10.9031,0.025,2.5,65,0,0,0,0,7,9.0,2.31,0.0,1,0.0145,0.0145,65
ferrihydrite-Cl(-1)+Na(+1)-Se(+4),MARGINAL,60 points (< preferred 100); 3 distinct I levels (< preferred); 1 invalid (negative) response values,60,8.3431,3,"0.01, 0.1, 1",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,3.3527,11.6958,0.01,1.0,60,0,0,0,1,6,10.0,2.3100000000000005,1.9386877253710943e-16,1,0.0245,0.0245,60
illite-Cl(+7)+Na(+1)-Cs(+1),MARGINAL,3 distinct I levels (< preferred); data pooled from 2 sources - check protocol consistency,267,8.2386,3,"0.25, 2.5, 25",0.3055555555555556,2,2,100.0,"fixed, as expected",2,,2.6114,10.85,0.25,25.0,267,0,0,0,0,15,15.0,2.31,0.0,0,0.0004,0.0004,267
ferrous oxide-Cl(-1)+Na(+1)-Se(-2),MARGINAL,75 points (< preferred 100); pH span 4.70 (< preferred 5.0); 3 distinct I levels (< preferred),75,4.7,3,"0.01, 0.1, 1",0.3055555555555556,1,1,100.0,"fixed, as expected",1,,7.79,12.49,0.01,1.0,75,0,0,0,0,3,25.0,2.31,0.0,1,0.0149,0.0149,75
goethite-Cl(+7)+Na(+1)-Pu,MARGINAL,67 points (< preferred 100); 3 distinct I levels (< preferred),67,9.25806,3,"0.025, 0.25, 2.5",0.3055555555555556,1,1,100.0,"fixed, as expected",1,,1.46774,10.7258,0.025,2.5,67,0,0,0,0,3,22.0,2.31,0.0,1,0.0139,0.0139,67
montmorillonite-Cl(-1)+Na(+1)-Ba(+2),MARGINAL,74 points (< preferred 100); 3 distinct I levels (< preferred),74,7.2700000000000005,3,"0.02, 0.03, 0.3",0.2777777777777778,1,1,100.0,"fixed, as expected",1,,3.3,10.57,0.02,0.3,74,0,0,0,0,3,22.0,2.31,0.0,0,0.0,0.0,74
biotite-Cl(-1)+Na(+1)-Se(+4),MARGINAL,55 points (< preferred 100); 3 distinct I levels (< preferred),55,5.240000000000001,3,"0.01, 0.1, 1",0.2777777777777778,1,1,100.0,"fixed, as expected",1,,7.06,12.3,0.01,1.0,55,0,0,0,0,3,15.0,2.3100000000000005,1.9401830497163308e-16,0,0.0134,0.0134,55
illite-Cl(-1)+Na(+1)-Pb(+2),MARGINAL,3 distinct I levels (< preferred),222,7.893,3,"0.02, 0.1, 0.3",0.2222222222222222,1,1,100.0,"fixed, as expected",1,,1.547,9.44,0.02,0.3,222,0,0,0,0,10,23.5,2.3099999999999996,1.9268086691111122e-16,0,0.0,0.0,222
ferrihydrite-Cl(-1)+Na(+1)-Ra(+2),MARGINAL,89 points (< preferred 100); 4 distinct I levels (< preferred); data pooled from 2 sources - check protocol consistency,89,6.916189999999999,4,"0.003, 0.01, 0.03, 0.3",0.2222222222222222,2,1,95.5,"fixed, as expected",2,,3.0256,9.94179,0.003,0.3,89,0,0,0,0,7,9.0,2.3099999999999996,1.9333563470129126e-16,0,0.0063,0.0063,85
montmorillonite-Cl(+7)+Na(+1)-Ni(+2),MARGINAL,3 distinct I levels (< preferred); data pooled from 3 sources - check protocol consistency,575,10.06341,3,"0.25, 0.75, 2.5",0.3888888888888889,3,2,95.3,"fixed, as expected",3,,1.97399,12.0374,0.25,2.5,575,0,0,0,0,18,23.0,2.31,0.0,0,0.0001,0.0001,548
magnetite-Cl(+7)+Na(+1)-Se(+4),MARGINAL,73 points (< preferred 100); data pooled from 2 sources - check protocol consistency,73,8.6211,5,"0.002, 0.025, 0.25, 0.5, 2.5",0.4166666666666667,2,1,89.0,"fixed, as expected",2,,2.3789,11.0,0.002,2.5,73,0,0,0,0,15,1.0,2.31,0.0,1,0.0099,0.0099,65
kaolinite-Cl(-1)+Na(+1)-U(+6),MARGINAL,65 points (< preferred 100); 3 distinct I levels (< preferred); data pooled from 2 sources - check protocol consistency,65,6.7175,3,"0.001, 0.01, 0.025",0.5,2,1,86.8,"fixed, as expected",2,,2.9881,9.7056,0.001,0.025,76,11,0,0,0,7,11.0,2.31,0.0,0,0.0027,0.0027,66
quartz-Cl(-1)+Na(+1)-Ra(+2),MARGINAL,74 points (< preferred 100); 3 distinct I levels (< preferred); data pooled from 2 sources - check protocol consistency,74,9.7237,3,"0.001, 0.01, 0.1",0.2777777777777778,2,1,86.5,"fixed, as expected",2,,1.5533,11.277,0.001,0.1,74,0,0,0,0,5,10.0,2.31,0.0,1,0.0116,0.0116,64
bentonite-Cl(+7)+Na(+1)-Eu(+3),MARGINAL,69 points (< preferred 100); 4 distinct I levels (< preferred); data pooled from 2 sources - check protocol consistency,69,10.2818,4,"0.025, 0.25, 1.25, 2.5",0.4166666666666667,2,1,85.5,"fixed, as expected",2,,1.2081,11.4899,0.025,2.5,69,0,0,0,0,7,10.0,2.31,0.0,0,0.0235,0.0235,59
illite-Cl(+7)+Na(+1)-Co(+2),MARGINAL,data pooled from 3 sources - check protocol consistency,345,8.329,5,"0.25, 0.75, 2.5, 7.5, 25",0.2777777777777778,3,1,78.8,"fixed, as expected",3,,2.561,10.89,0.25,25.0,345,0,0,0,0,20,19.0,2.3099999999999996,1.9252563633575524e-16,0,0.0,0.0,272
ferrihydrite-N(+5)+Na(+1)-U(+6),MARGINAL,10 invalid (negative) response values; data pooled from 8 sources - check protocol consistency,668,7.566799999999999,9,"0.052, 0.065, 0.13, 0.142, 0.26, 1.3, 6.5, 13, 32.5",0.4444444444444444,8,2,77.4,"fixed, as expected",8,,2.5745,10.1413,0.052,32.5,668,0,0,0,10,46,11.5,2.3099999999999996,1.9239046996769915e-16,1,0.0006,0.0006,517
goethite-N(+5)+Na(+1)-U(+6),MARGINAL,data pooled from 4 sources - check protocol consistency,275,6.229700000000001,5,"0.013, 0.13, 1.3, 6.5, 9.1",0.2777777777777778,4,1,74.5,"fixed, as expected",4,,2.9903,9.22,0.013,9.1,275,0,0,0,0,30,6.0,2.31,0.0,1,0.0016,0.0016,205
ferrihydrite-N(+5)+Na(+1)-Zn(+2),MARGINAL,4 distinct I levels (< preferred); data pooled from 2 sources - check protocol consistency,101,5.5967,4,"0.39, 0.403, 1.3, 19.5",0.3333333333333333,2,1,69.3,"fixed, as expected",2,,4.3787,9.9754,0.39,19.5,101,0,0,0,0,6,14.5,2.3099999999999996,1.9320525210714215e-16,1,0.0009,0.0009,70
gibbsite-Cl(+7)+Na(+1)-U(+6),MARGINAL,data pooled from 3 sources - check protocol consistency,210,6.4353,5,"0.025, 1.25, 2.375, 2.45, 2.5",0.4166666666666667,3,1,69.0,"fixed, as expected",3,,2.5214,8.9567,0.025,2.5,210,0,0,0,0,12,16.0,2.3099999999999996,1.927057820035941e-16,1,0.0044,0.0044,145
magnetite-Cl(-1)+Na(+1)-Se(+4),MARGINAL,data pooled from 3 sources - check protocol consistency,111,10.3,5,"0, 0.001, 0.01, 0.1, 1",0.2777777777777778,3,1,67.6,"fixed, as expected",3,,2.0,12.3,0.0,1.0,111,0,0,0,0,9,8.0,2.3099999999999996,1.931182814738328e-16,1,0.0049,0.0049,75
quartz-K(+1)+N(+5)-U(+6),MARGINAL,3 distinct I levels (< preferred); 4 invalid (negative) response values; data pooled from 2 sources - check protocol consistency,117,6.5955,3,"0.065, 0.13, 1.3",0.3055555555555556,2,1,67.5,"fixed, as expected",2,,2.8052,9.4007,0.065,1.3,117,0,0,0,4,10,11.5,2.31,0.0,1,0.0016,0.0016,79
goethite-Cl(-1)+Na(+1)-Se(+6),MARGINAL,3 invalid (negative) response values; data pooled from 4 sources - check protocol consistency,125,8.1349,5,"0.005, 0.01, 0.015, 0.1, 1",0.3333333333333333,4,1,65.6,"fixed, as expected",4,,2.3402,10.4751,0.005,1.0,125,0,0,0,3,12,12.0,2.31,0.0,1,0.0086,0.0086,82
goethite-N(+5)+Na(+1)-Se(+4),MARGINAL,86 points (< preferred 100); data pooled from 3 sources - check protocol consistency,86,8.733500000000001,5,"0.065, 0.088, 0.13, 1.3, 13",0.25,3,2,60.5,"fixed, as expected",3,,3.1809,11.9144,0.065,13.0,86,0,0,0,0,10,8.0,2.31,0.0,1,0.0023,0.0023,52
magnetite-Cl(-1)+Na(+1)-U(+6),MARGINAL,51 points (< preferred 100); data pooled from 3 sources - check protocol consistency,51,8.8178,5,"0, 0.001, 0.01, 0.1, 1",0.3333333333333333,3,1,58.8,"fixed, as expected",3,,1.955,10.7728,0.0,1.0,51,0,0,0,0,8,6.0,2.3100000000000005,1.9415935792008744e-16,1,0.0172,0.0172,30
hematite-Cl(+7)+Na(+1)-U(+6),MARGINAL,3 distinct I levels (< preferred); 1 invalid (negative) response values; data pooled from 3 sources - check protocol consistency,120,8.9544,3,"0.025, 0.25, 2.5",0.3055555555555556,3,1,55.8,"fixed, as expected",3,,1.3808,10.3352,0.025,2.5,120,0,0,0,1,8,15.5,2.31,0.0,1,0.0041,0.0041,67
illite-Cl(+7)+Na(+1)-Ni(+2),MARGINAL,3 distinct I levels (< preferred); data pooled from 5 sources - check protocol consistency,699,8.4623,3,"0.25, 2.5, 12.5",0.5,5,1,54.8,"fixed, as expected",5,,2.6777,11.14,0.25,12.5,699,0,0,0,0,31,24.0,2.3099999999999996,1.9238407423083701e-16,0,0.0,0.0,383
gibbsite-Cl(-1)+Na(+1)-S(+6),MARGINAL,65 points (< preferred 100); 3 distinct I levels (< preferred); data pooled from 3 sources - check protocol consistency,65,7.039200000000001,3,"0.001, 0.01, 0.1",0.3333333333333333,3,1,52.3,"fixed, as expected",3,,3.3568,10.396,0.001,0.1,65,0,0,0,0,6,9.0,2.31,0.0,1,0.0222,0.0222,34
goethite-K(+1)+N(+5)-Oxalic acid,MARGINAL,4 distinct I levels (< preferred); data pooled from 4 sources - check protocol consistency,315,98.4799081,4,"0.13, 0.65, 1.3, 6.5",0.2222222222222222,4,1,52.1,"fixed, as expected",4,5.0,0.0200919,98.5,0.13,6.5,315,0,0,0,0,24,12.5,2.31,0.0,1,0.0,0.0,164
illite-Cl(+7)+Na(+1)-Eu(+3),MARGINAL,data pooled from 6 sources - check protocol consistency,607,9.0371,6,"0.25, 0.5, 2.5, 5, 12.5, 25",0.5277777777777778,6,2,51.4,"fixed, as expected",6,,2.5443,11.5814,0.25,25.0,607,0,0,0,0,30,19.0,2.31,0.0,0,0.0007,0.0007,312
bentonite-Cl(-1)+Na(+1)-U(+6),MARGINAL,temperature range 58.0 degrees C within this system (unmodeled confound); data pooled from 4 sources - check protocol consistency; only 39% of points come from references with internal I variation,295,8.802900000000001,6,"0.001, 0.01, 0.02, 0.025, 0.06, 0.1",0.6111111111111112,4,2,38.6,"fixed, as expected",4,58.0,1.8812,10.6841,0.001,0.1,295,0,0,0,0,19,14.0,2.31,0.0,0,0.0012,0.0012,114
montmorillonite-N(+5)+Na(+1)-U(+6),MARGINAL,3 distinct I levels (< preferred); 18 invalid (negative) response values; data pooled from 4 sources - check protocol consistency; only 27% of points come from references with internal I variation,595,7.8871,3,"0.013, 0.13, 1.3",0.3333333333333333,4,1,26.6,"fixed, as expected",4,0.0,1.6549,9.542,0.013,1.3,595,0,0,0,18,29,19.0,2.3099999999999996,1.924081667186492e-16,0,0.0006,0.0006,158
ferrihydrite-N(+5)+Na(+1)-Se(+6),MARGINAL,3 distinct I levels (< preferred); 3 invalid (negative) response values; data pooled from 4 sources - check protocol consistency; only 24% of points come from references with internal I variation,147,5.6538,3,"0.169, 1.3, 13",0.3055555555555556,4,1,23.8,"fixed, as expected",4,,3.9962,9.65,0.169,13.0,147,0,0,0,3,17,8.0,2.31,0.0,1,0.0021,0.0021,35
hematite-Cl(+7)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,7.226940000000001,12,"0.075, 0.125, 0.15, 0.25, 0.75, 1, 1.25, 2.5, 3.75, 4.5, 6.75, 12.5",0.75,5,5,100.0,"fixed, as expected",5,,3.89336,11.1203,0.075,12.5,587,587,0,0,0,19,30.0,2.3099999999999996,1.924103740443504e-16,1,0.0044,0.0044,587
ferrihydrite-I(-1)+N(+5)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,5.45,3,"0.082, 0.122, 0.178",0.5,1,1,100.0,"fixed, as expected",1,,4.04286,9.49286,0.082,0.178,78,78,0,0,0,3,26.0,2.31,0.0,1,0.0347,0.0347,78
ferrihydrite-K(+1)+N(+5)-H(+1),FAIL,only 0 points (< 50),0,6.745470000000001,5,"0.013, 0.13, 1.3, 6.5, 13",0.5,2,2,100.0,"fixed, as expected",2,,3.51503,10.2605,0.013,13.0,168,168,0,0,0,7,14.0,2.3099999999999996,1.9282114015939323e-16,1,0.0145,0.0145,168
hydrous aluminum oxide-N(+5)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,4.797199999999999,3,"0.78, 7.8, 15.6",0.5,1,1,100.0,"fixed, as expected",1,,4.6505,9.4477,0.78,15.6,119,119,0,0,0,3,43.0,2.31,0.0,0,0.0233,0.0233,119
gibbsite-K(+1)+N(+5)-U(+6),FAIL,only 47 points (< 50),47,8.403,3,"0.13, 0.65, 1.3",0.4722222222222222,1,1,100.0,"fixed, as expected",1,,2.08,10.483,0.13,1.3,47,0,0,0,0,3,15.0,2.3100000000000005,1.9432481117373287e-16,1,0.0369,0.0369,47
alumina-Na(+1)-Sr(+2),FAIL,only 32 points (< 50); pH span only 2.50,32,2.5,23,"0.012, 0.013, 0.025, 0.049, 0.051, 0.052, 0.122, 0.124, 0.129, 0.245, 0.246, 0.247, 0.253, 0.481, 0.488, 0.504, 0.505, 0.959, 0.984, 1.893, ... (+3 more)",0.4444444444444444,1,1,100.0,"fixed, as expected",1,,7.0,9.5,0.012,2.005,32,0,0,0,0,4,8.0,2.31,0.0,1,0.0505,0.0505,32
bentonite-Ca(+2)+Cl(-1)+Na(+1)-Np(+4),FAIL,only 22 points (< 50),22,5.46847,3,"0.124, 4.85, 7.285",0.4444444444444444,1,1,100.0,"fixed, as expected",1,,0.75152,6.21999,0.124,7.285,22,0,0,0,0,3,8.0,2.3100000000000005,1.967704751303887e-16,0,0.1311,0.1311,22
birnessite-Cl(-1)+K(+1)-H(+1),FAIL,only 0 points (< 50); pH span only 2.48,0,2.4772000000000003,5,"0.01, 0.02, 0.1, 1, 2",0.4444444444444444,1,1,100.0,"fixed, as expected",1,,0.4957,2.9729,0.01,2.0,25,25,0,0,0,5,5.0,2.31,0.0,1,0.0523,0.0523,25
clay-Cl(+7)+Na(+1)-Am(+3),FAIL,only 36 points (< 50),36,8.442,4,"0.25, 2.5, 25, 75",0.4166666666666667,1,1,100.0,"fixed, as expected",1,,1.778,10.22,0.25,75.0,36,0,0,0,0,6,6.0,2.3100000000000005,1.9497344684873008e-16,0,0.0339,0.0339,36
illite-Ca(+2)+Cl(-1)+Na(+1)-Np(+4),FAIL,only 21 points (< 50),21,7.011410000000001,3,"0.124, 4.85, 7.285",0.4166666666666667,1,1,100.0,"fixed, as expected",1,,3.00899,10.0204,0.124,7.285,21,0,0,0,0,3,7.0,2.3100000000000005,1.9699395104015114e-16,0,0.1264,0.1264,21
goethite-Cl(-1)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,7.939000000000001,7,"0.001, 0.01, 0.04, 0.05, 0.1, 0.2, 0.7",0.4166666666666667,5,5,100.0,"fixed, as expected",5,,3.066,11.005,0.001,0.7,397,397,0,0,0,16,21.0,2.31,0.0,1,0.0045,0.0045,397
magnetite-Cl(+7)+Na(+1)-Pu,FAIL,only 42 points (< 50),42,8.705739999999999,3,"0.25, 2.5, 5",0.3888888888888889,1,1,100.0,"fixed, as expected",1,,2.03236,10.7381,0.25,5.0,42,0,0,0,0,3,13.0,2.31,0.0,0,0.0354,0.0354,42
montmorillonite-Cl(-1)+Na(+1)-Ra(+2),FAIL,only 38 points (< 50),38,4.6899999999999995,3,"0.02, 0.14, 0.3",0.3888888888888889,1,1,100.0,"fixed, as expected",1,,5.51,10.2,0.02,0.3,38,0,0,0,0,3,12.0,2.3100000000000005,1.9482701539972312e-16,0,0.0064,0.0064,38
alumina-Cl(+7)+Na(+1)-Cd(+2),FAIL,only 27 points (< 50),27,5.0649999999999995,4,"0.25, 6.25, 25, 100",0.3888888888888889,1,1,100.0,"fixed, as expected",1,,5.4391,10.5041,0.25,100.0,27,0,0,0,0,5,5.0,2.31,0.0,1,0.0602,0.0602,27
goethite-Cl(-1)+K(+1)+Mg(+2)+Na(+1)+S(+6)-Ca(+2),FAIL,only 27 points (< 50),27,4.5047,3,"0.002, 0.016, 0.073",0.3611111111111111,1,1,100.0,"fixed, as expected",1,,5.1959,9.7006,0.002,0.073,27,0,0,0,0,3,8.0,2.31,0.0,1,0.0681,0.0681,27
illite-Cl(-1)+K(+1)-Eu(+3),FAIL,only 49 points (< 50),49,7.299999999999999,3,"0.01, 0.1, 1",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,2.56,9.86,0.01,1.0,49,0,0,0,3,3,16.0,2.31,0.0,0,0.0274,0.0274,49
goethite-Ca(+2)+Cl(-1)+K(+1)+Na(+1)+S(+6)-Mg(+2),FAIL,only 32 points (< 50),32,5.824299999999999,3,"0.001, 0.014, 0.067",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,3.9441,9.7684,0.001,0.067,32,0,0,0,0,3,10.0,2.31,0.0,1,0.0513,0.0513,32
magnetite-Cl(-1)+Na(+1)-Eu(+3),FAIL,only 30 points (< 50),30,8.8397,3,"0.01, 0.1, 1",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,2.0848,10.9245,0.01,1.0,30,0,0,0,0,3,10.0,2.3100000000000005,1.955329126955394e-16,1,0.0911,0.0911,30
goethite-Cl(-1)+Na(+1)-Mg(+2),FAIL,only 29 points (< 50); pH span only 3.25,29,3.2476000000000003,3,"0.001, 0.01, 0.53",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,6.7743,10.0219,0.001,0.53,29,0,0,0,0,4,7.0,2.3100000000000005,1.9564926671517633e-16,1,0.0328,0.0328,29
goethite-K(+1)+N(+5)+Pyromellitate(-4)-Ni(+2),FAIL,only 23 points (< 50),23,6.391799999999999,3,"0.134, 0.136, 0.138",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,2.1352,8.527,0.134,0.138,23,0,0,0,0,3,8.0,2.310000000000001,3.9313418947998006e-16,1,0.049,0.049,23
ferrihydrite-Cl(-1)+N(+5)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,5.749420000000001,3,"0.22, 1.13, 6.13",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,4.21308,9.9625,0.22,6.13,60,60,0,0,0,3,21.0,2.3100000000000005,1.9386877253710943e-16,1,0.0194,0.0194,60
gibbsite-Cl(+7)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,4.98319,3,"0.025, 0.25, 2.5",0.3333333333333333,3,3,100.0,"fixed, as expected",3,,4.4926,9.47579,0.025,2.5,195,195,0,0,0,9,21.0,2.3099999999999996,1.9274125476634347e-16,1,0.0079,0.0079,195
